,artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
3097,Joseph McGrahl,Spirit of Harmony,3BBdYYzMkqcGBnRx7ZdZiM,62,0.18,0.0319,5,-26.099,1,0.0375,0.987,0.909,0.1,0.115,72.903,202819,4
3098,SOB X RBE,Sensei,59rCaADE9SJXOuoFkB1AdD,61,0.831,0.558,0,-10.334,1,0.209,0.00079,0.0,0.349,0.321,91.978,166957,4
3099,Charles Bolt,Hush Now,2sKfTPqN7GLhTybpl8AxFd,66,0.459,0.0808,2,-21.681,0,0.0806,0.994,0.97,0.1,0.331,151.728,109573,4
3100,HEIZE,We don’t talk together,77dcmf2tTedc3BuOPF13Ma,68,0.64,0.734,11,-4.67,0,0.0381,0.039,0.0,0.333,0.308,97.862,199216,4
3101,Tainy,Feel It Too (with Jessie Reyez & Tory Lanez),0afSDk3PxzQGY6rIdf30Z0,67,0.567,0.556,4,-8.179,0,0.245,0.399,0.0,0.211,0.484,109.922,193055,4
3102,KAROL G,Punto G,5Lb1pjnll07UQKxNpnnGBy,72,0.787,0.751,6,-4.738,0,0.0865,0.00796,0.000139,0.0857,0.926,165.961,181587,4
3103,Kehlani,Footsteps (feat. Musiq Soulchild),4k6hX9RKD096K1NCjjJZLc,63,0.42,0.638,2,-4.212,1,0.209,0.817,0.0,0.371,0.478,88.546,273349,4
3104,SAINt JHN,I Can Fvcking Tell,3vkJQv4A2LPtVQYJbWhIQ0,64,0.689,0.38,10,-8.491,1,0.0324,0.72,1.62e-06,0.153,0.234,97.991,203919,4
3105,Ciara,Level Up,7ssEhls1ZYEGtBsoovkMSe,66,0.746,0.825,1,-4.666,1,0.169,0.0142,0.0107,0.121,0.584,152.914,204150,4
3106,JayDaYoungan,Body Bags,3z9Y4rQ8x0wUU7SCmuMdLm,59,0.763,0.417,7,-12.861,0,0.325,0.471,0.0,0.0472,0.539,125.965,195328,4
3107,JOYRYDE,IM GONE,1SYNgyiVRZEBhV0P4YFBk8,65,0.664,0.953,9,-3.794,1,0.249,0.00961,0.00665,0.263,0.21,125.679,285860,4
3108,Trap Manny,Alone (feat. A Boogie Wit da Hoodie),75T7wWkAW4hcch4lg1p8Zk,62,0.567,0.481,7,-7.432,0,0.283,0.436,0.0,0.105,0.447,120.062,276034,4
3109,Jhay Cortez,Imaginaste - Remix,56BAJvpaWgvr6C4wmc37iU,67,0.854,0.712,1,-5.325,1,0.0945,0.0436,0.0,0.338,0.601,89.975,246653,4
3110,TOMORROW X TOGETHER,20cm,5vz7614Y45d7U5Coi0FjnA,68,0.664,0.552,6,-6.285,0,0.0274,0.029,0.0,0.18,0.612,136.56,217027,4
3111,Gunna,Out The Hood,3OGGzDmPU14szwANX5tbbn,62,0.84,0.427,5,-9.777,0,0.376,0.375,2.55e-05,0.111,0.445,147.931,155873,4
3112,Gryffin,Tie Me Down (with Elley Duhé),2zh01m4PiHaZz4BAm0NRxs,62,0.608,0.845,6,-2.292,1,0.0597,0.136,0.0,0.111,0.322,98.976,218240,4
3113,10k.Caash,SwajjurKicks (feat. Lil Yachty),65mFuYYe8FBwBelMCGfhOV,61,0.838,0.404,10,-8.724,0,0.561,0.104,0.0,0.0337,0.752,140.226,102907,4
3114,Steven Mudd,Childhood,73VpGHucDuzwtFJiT59bEG,66,0.589,0.127,6,-19.876,1,0.0366,0.993,0.941,0.0924,0.351,155.043,163273,3
3115,bbno$,thankful,1hJZvoGEYJAggWTWSPEzVu,66,0.763,0.444,8,-7.635,1,0.0356,0.796,0.0,0.104,0.603,135.03,174222,4
3116,Big Linx,I Hustle,3vZIDgFIbFpLZepACP0DGQ,59,0.669,0.54,6,-9.066,1,0.103,0.174,0.00182,0.211,0.979,81.172,31190,4
3117,Frano Stanić,Misli na tebe,33dahwAOW1V1quRlxh1Ffp,66,0.302,0.051,3,-29.317,1,0.0594,0.996,0.953,0.087,0.269,70.649,113750,4
3118,Rich Music LTD,Imaginate,29ShXDWDedEwZkYc8Du08N,76,0.691,0.751,0,-4.275,1,0.228,0.316,0.0,0.0808,0.672,169.884,225013,4
3119,Audien,Favorite Sound,63ZtaTHM7Cu3JEca5xrWi3,63,0.631,0.722,1,-3.031,1,0.0324,0.311,0.0,0.153,0.443,105.045,205714,3
3120,YUNGBLUD,casual sabotage,6tgf0nmBjFPrkk2CztA3zD,67,0.482,0.587,1,-6.722,0,0.0347,0.0027,0.0,0.114,0.0398,106.948,188587,4
3121,Rod Wave,Dark Conversations,7w1yRWWeP2s0anD6luiBYs,56,0.719,0.648,9,-5.667,0,0.189,0.302,0.0,0.0561,0.61,158.992,144960,4
3122,Yelawolf,Lightning,1DgJKiF6RJuUjpv0hxxpUN,58,0.715,0.735,0,-7.171,1,0.14,0.0423,4.15e-05,0.0524,0.389,149.007,275565,4
3123,Beyoncé,Diva - Homecoming Live,7eOG24Nx7j4nI3f9nOZTOi,66,0.574,0.845,9,-7.406,1,0.164,0.0276,0.00029,0.387,0.486,145.921,165873,4
3124,ROLE MODEL,hello!,6CFEiKms2260GexcAq7LeP,61,0.791,0.46,10,-4.072,1,0.0387,0.491,0.0,0.104,0.556,125.917,188547,4
3125,Scintillante,Notte,3sAJq6EDW2iNSJnHwLzSqV,67,0.224,0.00828,2,-31.722,1,0.0366,0.992,0.875,0.0996,0.069,78.001,199750,4
3126,Factorial FX,Rain Droplets,7sQMuVHepJ9oEhXp0qH1Xk,64,0.146,0.321,10,-26.248,1,0.0543,0.208,0.936,0.235,0.0321,73.735,185306,3
3127,Bastille,Those Nights,4R06uQw0yBQXWmatdIOlch,69,0.523,0.544,7,-6.585,0,0.0578,0.465,0.0,0.121,0.268,75.053,270255,4
3128,Charli XCX,1999,3WGJSY8JaGliVIJyMig5aS,68,0.745,0.728,7,-4.686,1,0.034,0.0183,1.5e-06,0.14,0.625,124.016,189200,4
3129,Gunna,Cash War,42vD3VJBNhxLQ1SWmryw8C,60,0.94,0.455,2,-6.046,1,0.21,0.0411,4.63e-06,0.114,0.106,108.065,195653,4
3130,Ozuna,Cama Vacia,6sR4WtcYJOCXzDsDfY9PwV,66,0.647,0.85,9,-2.185,0,0.212,0.132,1.15e-06,0.0809,0.316,175.797,201050,4
3131,Afro B,Joanna (Drogba) - Remix,10dVVfHlZYjV4Qv9uNVgrA,68,0.934,0.642,2,-6.489,1,0.117,0.037,0.0,0.0754,0.748,108.027,207764,4
3132,Kevin Gates,World Luv,45woxSlXQc28S6XP1D3dsZ,59,0.813,0.557,5,-7.482,0,0.326,0.0101,0.000582,0.311,0.569,145.053,208599,4
3133,Clairo,Alewife,3jgrNd3uPU1c2PFBKYsV9d,64,0.433,0.329,3,-13.288,1,0.0343,0.932,0.0474,0.1,0.264,102.971,213000,4
3134,Moira Kent,Everyday Peace,7CGtdNBijQGEvkZeLU4699,62,0.194,0.0795,2,-21.832,1,0.04,0.925,0.898,0.104,0.0378,76.547,135325,3
3135,Lil Pump,Butterfly Doors,4NdXQlDTzxbOMkzJGWFtz3,66,0.925,0.397,5,-11.265,1,0.169,0.0889,5.12e-05,0.144,0.429,130.008,132923,4
3136,Luis Fonsi,Échame La Culpa,0mlAOSILGRys2IbvyOT5VJ,77,0.733,0.897,0,-3.652,1,0.0389,0.0391,0.0,0.117,0.649,96.006,173800,4
3137,Yungeen Ace,Freestyle,3debvatn8F7zbMUmqxadSL,60,0.828,0.642,5,-7.53,1,0.265,0.0124,0.0,0.264,0.605,130.036,135901,4
3138,Eamonn Watt,Sweetest Dreams,2Hbkoo2yD0GYiHxqKZv3td,66,0.309,0.0227,3,-39.651,1,0.0536,0.994,0.888,0.103,0.128,68.355,214485,4
3139,Seven Lions,Another Me (with Dylan Matthew),6sLohu3lQbmMhYVnb6OTvw,61,0.453,0.894,0,-3.493,0,0.0544,0.0168,0.0,0.15,0.297,75.063,208052,4
3140,Eamonn Watt,A Simple Little Lullaby,0If3zfg7N68SAaDgPAQa9l,65,0.387,0.00487,2,-33.84,1,0.0584,0.996,0.957,0.0883,0.212,70.309,160435,3
3141,X Ambassadors,Unsteady,1N4BTjJnqDbtJSMp2r62Du,0,0.389,0.665,0,-6.169,1,0.0644,0.178,0.000732,0.116,0.199,117.055,193547,4
3142,X Ambassadors,Jungle,2cuSqUUALtdW2R5Lq6jlcv,0,0.374,0.746,2,-4.504,1,0.0846,0.000809,0.000503,0.36,0.222,78.089,189707,4
3143,J Alvarez,Me da Lo Mismo,7mFDv6NNIn7Iq5kzMmoTSG,68,0.824,0.85,0,-3.614,0,0.0521,0.0442,2.53e-06,0.111,0.769,96.005,225000,4
3144,Oddur Klemenzson,Seljalandsfoss,5RfSTFRUsN6nkLD1Hxx4DU,67,0.321,0.0861,10,-22.808,0,0.0516,0.992,0.932,0.11,0.135,120.088,176000,3
3145,Kyran Martin,Belmont Street,1dReYfTeLFlytvERbbRkAd,67,0.422,0.13,11,-20.858,0,0.0449,0.99,0.907,0.104,0.222,121.568,149949,3
3146,Charli XCX,Porsche (feat. MØ),2qkiIKpmZKGHiufH1BTyF3,25,0.79,0.312,9,-12.875,1,0.127,0.0736,0.0,0.088,0.54,144.828,172629,4
3147,Migos,Stripper Bowl,7mv4eldXEFbf3s3ZEfbmlC,65,0.953,0.782,1,-4.443,1,0.214,0.0507,0.0,0.0785,0.823,132.959,202747,4
3148,Leslie Kritzer,Day-O (The Banana Boat Song) - Act 1 Finale,26EVypD54l6FaZJw7WutQP,62,0.607,0.597,0,-7.092,1,0.438,0.498,0.0,0.101,0.773,129.902,224382,4
3149,Lil Skies,Blue Strips,0AKwYorDdgm3NtusTmPlkn,62,0.776,0.776,6,-6.366,0,0.316,0.102,0.0,0.138,0.68,161.983,207465,4
3150,Yung Pinch,Cross My Mind,5EQJi4cqnTHr28FkssA4kJ,58,0.741,0.621,2,-8.716,0,0.0416,0.26,0.0,0.119,0.267,117.941,196269,4
3151,Shallou,All Your Days,2QEBXYzURjg7nY8FjbBcUt,59,0.537,0.347,4,-10.245,1,0.0303,0.444,0.00343,0.111,0.0968,110.011,275013,4
3152,Kidz Bop Kids,Truth Hurts,4JzAcIjtO0yQ3refHgCWfE,60,0.715,0.618,8,-4.975,1,0.0543,0.29,0.0,0.0908,0.676,157.786,163640,4
3153,Charli XCX,White Mercedes - PBH & Jack Remix,1Vw9j12pp32TowjkcmU41l,0,0.786,0.77,6,-3.1,1,0.0336,0.394,7.32e-06,0.129,0.66,125.037,190080,4
3154,Gryffin,Hurt People (with Aloe Blacc),2fED2BndjHEETxBoZ4xMHb,67,0.626,0.822,1,-3.645,1,0.0623,0.286,0.0,0.136,0.529,138.056,226966,4
3155,Dax,My Last Words,0hsl5A7PsMB5i4alm7ozIu,64,0.73,0.789,5,-5.424,0,0.311,0.487,0.0,0.11,0.513,150.2,174168,4
3156,Gracie Abrams,Mean It,5IyuGEmlFsnp1TN1M9OSd8,63,0.562,0.304,9,-9.504,0,0.0595,0.846,1.34e-06,0.1,0.128,123.078,171139,1
3157,Juicy J,Three Point Stance (feat. City Girls & Megan Thee Stallion),5g7pNBb6ySnFUJknKiCkEE,61,0.862,0.75,1,-5.03,1,0.368,0.00116,0.0,0.437,0.626,172.041,202227,4
3158,Ray Hutchcraft,Marble Falls,2spz2RWKqY4W15BgrooCzY,66,0.322,0.0498,6,-24.491,1,0.0599,0.996,0.954,0.107,0.406,175.964,141375,4
3159,blink-182,Generational Divide,7Cvs8SemDG8Yok8B9GGjW9,65,0.35,0.966,9,-2.029,0,0.0942,0.000177,3.95e-05,0.109,0.135,184.887,49147,4
3160,Ben Platt,Temporary Love,614GWtz7F9A61E9OPZqNkU,64,0.634,0.505,0,-7.753,0,0.0341,0.506,1.8e-06,0.116,0.136,89.045,218827,4
3161,Ghost,Mary On A Cross,2HZLXBOnaSRhXStMLrq9fD,66,0.466,0.9,11,-4.469,1,0.0447,0.000235,0.00104,0.103,0.561,130.02,244804,4
3162,Dreamscaper,No Thing Wanter,3c1Mu0jKH7FzsdrSwVpXPU,61,0.0945,0.0221,0,-29.714,0,0.0385,0.986,0.974,0.099,0.0499,74.44,235136,4
3163,FLETCHER,About You,1gXTYIRKQMAB3tpmlBskRQ,63,0.402,0.645,7,-4.738,1,0.108,0.359,4.38e-05,0.0717,0.291,157.577,183264,5
3164,Killswitch Engage,The Signal Fire,5kP32cKaf8ln4PSoY6sD13,60,0.481,0.979,2,-6.707,1,0.0603,3.31e-05,2.66e-05,0.386,0.108,104.015,185267,4
3165,Francis and the Lights,Take Me to the Light,6xxldyD49GihQ9HULyNIQb,64,0.751,0.614,11,-4.738,0,0.0274,0.152,0.000988,0.0986,0.232,129.953,255554,4
3166,Ookean,Quadrants,0Q3G0y7cRXoje2e5EFDliS,61,0.192,0.256,4,-19.744,1,0.0375,0.819,0.932,0.109,0.036,78.28,191270,4
3167,Caamp,Peach Fuzz,2UFtUjo3UebrpxbAFvSdRz,61,0.709,0.644,1,-7.751,1,0.0356,0.158,0.000299,0.143,0.912,127.286,224360,4
3168,Aso,Sunsets,3EB629GKclrdBBMJStxs6y,64,0.653,0.265,9,-17.225,1,0.297,0.923,0.944,0.114,0.431,82.995,177312,4
3169,Social Club Misfits,Everytime,3Dlv85xfEEA3wTiqjFvQ2p,62,0.547,0.733,6,-6.284,0,0.329,0.121,0.0,0.114,0.57,153.973,188984,4
3170,Rod Wave,Close Enough to Hurt,1pqhytCY48GMMK4m9780aE,56,0.803,0.515,6,-8.758,0,0.127,0.286,0.0,0.115,0.2,78.021,135419,4
3171,P!nk,Love Me Anyway (feat. Chris Stapleton),0pwdJLLVxlJa1lnR9UeMZY,65,0.368,0.321,3,-5.904,1,0.0272,0.769,0.0,0.135,0.0673,139.001,188120,4
3172,Kevin Abstract,Georgia,3XukKy28kqKFl52GiCUSFo,65,0.664,0.522,8,-9.677,1,0.11,0.729,0.000126,0.0935,0.289,134.047,219467,4
3173,Toledo Rains,The Flow - Ambient Version,1npBONsS8I6x9PUwBVvGKl,65,0.44,0.0855,0,-25.327,1,0.0407,0.847,0.848,0.0729,0.0395,139.944,165127,4
3174,Jon Pardi,Starlight,2DROU2PMffuPfU5obZRxZs,60,0.644,0.657,0,-5.506,1,0.0253,0.0481,0.0,0.332,0.53,99.966,201540,4
3175,Offset,Wild Wild West (feat. Gunna),0SQ8yalm13UIJuebuZkQlH,62,0.902,0.621,9,-5.315,1,0.199,0.0841,0.0,0.138,0.497,114.007,236300,4
3176,Lamb & Mountain,Core,1sm2qd1FVq2EzPoqXVNLod,61,0.258,0.142,0,-19.058,1,0.0471,0.965,0.88,0.0902,0.0324,112.677,146316,4
3177,blackbear,HIGH1X,5CJEiMaVvY14SaO0Gwv0DI,63,0.852,0.384,1,-8.493,1,0.0602,0.0671,0.0,0.0852,0.477,98.517,169786,4
3178,SHAED,Trampoline - Joel Corry Remix,5zI3838wCc10HChwXiafKv,21,0.691,0.81,7,-5.72,1,0.0386,0.00216,0.141,0.107,0.608,124.981,208592,4
3179,SOB X RBE,Legend,50ZIULzCWGEPBiyhtKW8Cm,60,0.887,0.726,6,-4.108,1,0.254,0.161,0.0,0.115,0.238,100.137,163652,4
3180,SHAED,Trampoline (Joel Corry Remix) - Extended Mix,0PWxVQAsWCvSujKc73kOBx,14,0.696,0.83,7,-5.811,1,0.0443,0.00109,0.206,0.0471,0.702,124.989,247680,4
3181,Lil Skies,Ok 4 Now,0k7Qyc2J6cUryNNhf0pPEL,61,0.66,0.544,11,-9.44,0,0.06,0.103,0.000564,0.111,0.313,140.103,164624,4
3182,Fuerza Regida,En Modesto Se La Pasa,1Vk8ardVBYw0L3FtXXBHDQ,62,0.719,0.73,9,-3.187,1,0.0322,0.676,1.01e-06,0.0946,0.958,122.489,189534,4
3183,Rhys Lewis,Better Than Today,6MLHg35rlksBc5OBcdZvJi,71,0.387,0.234,0,-8.861,1,0.0373,0.736,0.0,0.084,0.408,78.65,230353,4
3184,Raphael Saadiq,Something Keeps Calling (feat. Rob Bacon),2TuRqxy7EI8gMGDQFt3iTV,64,0.61,0.65,7,-7.092,1,0.0353,0.256,1.51e-05,0.431,0.586,79.957,284573,4
3185,Tranquility Spree,Binaural Gamma Sinus 100 Hz Drone II,0HHD15EtlOlpYmrYInqXjR,61,0.172,0.0266,2,-30.8,1,0.0666,0.953,0.781,0.108,0.0263,125.602,200259,3
3186,Tyga,SWISH,0aJ2hFC6e9Z00Lx9RIRNcT,69,0.884,0.541,11,-5.608,1,0.221,0.0831,0.0,0.118,0.274,105.009,194936,4
3187,Young Dolph,Back to Back,3OEmAn79IyBRu5jJSFibtC,60,0.92,0.818,2,-4.799,1,0.376,0.00492,0.0,0.146,0.556,127.893,153747,4
3188,Kevin Gates,Case Closed,5IYtDouILU8Ww07zmVjRw6,59,0.899,0.603,0,-6.894,0,0.336,0.192,0.0,0.115,0.601,130.062,199385,4
3189,Gone West,What Could've Been,4WWbmSEZTTWfqoOLSW8AMS,60,0.602,0.574,10,-5.926,1,0.0293,0.555,0.0,0.135,0.394,143.986,222650,4
3190,Dzeko,Heaven (feat. Veronica),5ql2mP9FUhB3SgMzv2akuO,73,0.657,0.882,0,-3.565,0,0.0456,0.247,0.00202,0.112,0.179,127.994,195000,4
3191,Spencer Crandall,My Person,1K61P0kbiT6cJzh77NnxFg,60,0.567,0.757,7,-5.29,1,0.0485,0.0936,0.0,0.13,0.754,166.01,177000,4
3192,Quinn XCII,Holding Hands (feat. Elohim),5lEBksW3vntnNLDr2f5QUv,61,0.67,0.451,3,-9.59,1,0.113,0.452,3.04e-05,0.119,0.398,155.98,225493,4
3193,dodie,Boys Like You,73yR3kAdE531RRYUdFLWad,66,0.74,0.395,11,-11.24,0,0.347,0.916,5.05e-05,0.102,0.61,127.086,180826,4
3194,Kiana Ledé,Can I,2WojSvH3qsX3ARiVwFSIVJ,64,0.806,0.41,6,-9.824,1,0.0363,0.36,0.00293,0.132,0.713,135.978,160587,4
3195,Kara-Lis Coverdale,Moments In Love,2CxBaNFCjYVi0Iv2PpeZDG,61,0.397,0.0536,0,-28.425,0,0.0297,0.906,0.924,0.0903,0.165,72.158,563428,1
3196,AJR,"Wow, I'm Not Crazy",04gQHzS8FLPoNdnRKw4jDJ,59,0.284,0.609,3,-6.033,1,0.123,0.0438,0.0,0.177,0.521,85.386,196763,4
3197,Florida Georgia Line,Colorado,7ibxBJTi65IESyScbTGriO,61,0.514,0.843,1,-2.696,1,0.0529,0.153,0.0,0.357,0.779,74.919,177653,4
3198,Yelawolf,Unnatural Born Killer,19XxEzAG43NXBixbGMA0hK,57,0.708,0.875,7,-5.089,1,0.0433,0.00647,0.0,0.276,0.944,139.99,196771,4
3199,Yelawolf,Renegades,6mst7lHMCpsNeKC8dQQ3Uf,58,0.693,0.516,8,-9.875,0,0.0463,0.202,7.67e-06,0.339,0.484,142.064,221008,4
3200,Pouya,whatever mane,7Haqn3ZGEFu3tndwrQckkH,51,0.856,0.601,11,-8.94,1,0.146,0.0375,0.0353,0.108,0.12,120.046,112000,4
3201,Young Nudy,Shotta (feat. Megan Thee Stallion),1Hn4WymIT8qYFyemSDGd8f,61,0.813,0.582,1,-7.559,1,0.0731,0.1,0.000259,0.107,0.787,163.242,164747,4
3202,Banda Carnaval,"Olvidarte, Cómo?",2svismmiRALYuqxk89oguB,67,0.852,0.417,0,-7.183,1,0.0324,0.696,0.00203,0.0895,0.691,115.019,230317,4
3203,Grace VanderWaal,Ur So Beautiful,3Ko3WvKcr01gHE9oYx9iAE,64,0.661,0.644,1,-6.599,1,0.0316,0.334,0.0,0.095,0.34,94.031,192013,4
3204,Tinashe,Die A Little Bit,4yCNpbhTPxcYn5lejWzZaf,66,0.922,0.563,1,-6.863,1,0.432,0.205,3.05e-06,0.363,0.25,116.096,165411,4
3205,Andy Mineo,Keepin it movin am & guv demo.mp3,6bZB5IW4W9qFDbnD2kJJou,62,0.926,0.661,4,-5.688,0,0.121,0.313,0.0,0.115,0.561,129.969,139376,4
3206,Bassnectar,It's About To Get Hectic (feat. Born I),5bYh4GtBwIh5SnJ02dbhx5,61,0.586,0.953,5,-0.803,1,0.0502,0.0565,6.97e-05,0.271,0.255,88.0,244091,4
3207,Blueface,Close Up (feat. Jeremih),3pBrHgHGWJ9NjbGKTFcroy,63,0.817,0.714,1,-6.18,1,0.0464,0.123,2.59e-06,0.153,0.833,100.019,175013,4
3208,The Black Keys,Shine A Little Light,365TSrFPqM66giaxJuafR3,65,0.44,0.719,8,-6.645,0,0.0445,0.0217,5.09e-06,0.0663,0.523,111.398,196777,4
3209,Fuerza Regida,Disculpe Usted,0EoGITCf80uJ52Yk5BxUsV,61,0.592,0.287,9,-6.015,0,0.0461,0.669,0.0,0.155,0.897,135.559,206192,4
3210,Burna Boy,Gum Body (feat. Jorja Smith),5nUiz96J8ZSmwoSuL4sGvh,72,0.747,0.624,2,-5.532,1,0.0864,0.182,0.0,0.0864,0.756,97.053,195074,4
3211,Jon Bellion,All Time Low - New Mix,5Ed0mObw1qVhVOBuUgrm9E,0,0.617,0.567,0,-4.188,1,0.0828,0.0584,0.0,0.0933,0.505,90.246,217603,4
3212,dodie,Monster,2MKIadkPrRqaivpyn6cnI0,64,0.831,0.606,9,-7.694,1,0.107,0.694,0.000109,0.0635,0.944,100.013,245847,4
3213,6LACK,Seasons (with Khalid),19tuFV8B1ckjHzdRrH6Bqs,65,0.6,0.319,0,-10.272,1,0.294,0.692,0.00958,0.137,0.507,141.96,250001,4
3214,Bastille,Doom Days,1TkXApzsz0a6YRArjbqprt,68,0.665,0.619,10,-8.327,0,0.0663,0.596,0.0,0.14,0.541,137.043,138115,4
3215,Bionda van der Ham,Zomer,5Xqy8J6en99NQOOYtj0wBK,66,0.276,0.123,1,-22.187,1,0.0557,0.989,0.953,0.0962,0.371,165.563,119500,4
3216,BENEE,Glitter,23TPP1eeElFfvYVznskwCY,69,0.801,0.589,7,-5.157,1,0.0485,0.0863,0.0,0.162,0.58,116.934,180147,4
3217,KAROL G,Ocean - Remix,3Z5fGV8tIdwx3W0CgR9JTx,66,0.712,0.455,11,-6.565,1,0.189,0.905,0.0,0.386,0.6,74.936,192613,4
3218,88rising,Hopscotch (feat. Barney Bones & Rich Brian),1ku9v2nPDKK39L764uUlVI,64,0.905,0.609,1,-7.642,0,0.308,0.0695,0.000224,0.153,0.447,85.04,205787,4
3219,Sleep Safari,Elysium,18B0ucX3wBJ1FKV1ZsvrBa,60,0.0967,0.0997,5,-27.72,0,0.0399,0.894,0.982,0.109,0.0371,88.242,159000,1
3220,Ben Platt,Ease My Mind,3AM6AoxPgPyXKCiCjKe1BM,63,0.38,0.257,7,-8.4,1,0.0322,0.544,0.0,0.117,0.112,146.174,276800,3
3221,Jobii,Salt Lamp,42JPhBkcrAn8wfZn9xdSzO,63,0.648,0.54,7,-7.129,1,0.0539,0.351,0.759,0.0951,0.249,154.021,138759,4
3222,Clairo,Closer To You,3r2TFFPynN97CgmzXKal5X,62,0.76,0.376,0,-9.397,1,0.0426,0.164,0.000473,0.107,0.663,76.996,184293,4
3223,Labrinth,Formula,6EtKlIQmGPB9SX8UjDJG5s,65,0.572,0.664,11,-6.069,1,0.0409,0.0415,0.0553,0.146,0.226,144.654,91870,4
3224,Beta Radio,Our Remains - For Piano,2aqtO1TsSu7sI9J3fGgRmj,66,0.543,0.0389,9,-19.496,0,0.0654,0.995,0.906,0.143,0.346,76.869,178882,4
3225,Jesus Payan e Imparables,El Teniente Pa' La Clica,7IBCbYw9TWBn5bb6XM4vdW,64,0.676,0.731,7,-5.072,1,0.0476,0.659,4.49e-05,0.0569,0.961,162.032,170394,3
3226,Kupla,Afloat,4XDlW5QgLKZupaJ5VvacsP,65,0.374,0.237,6,-10.796,1,0.163,0.957,0.822,0.088,0.417,83.271,148605,4
3227,Ambiworld,Earthy Rain With Rolling Thunder,0xmwsmYdbXuZDHeixtATZF,63,0.147,0.836,1,-21.972,1,0.0726,0.13,0.875,0.11,0.0249,137.118,262478,3
3228,Sven Stierna,Insomniac,1CgE3BgULa6UIBk5R3fa7t,66,0.163,0.0294,7,-25.027,1,0.0395,0.996,0.947,0.068,0.037,107.917,261000,4
3229,YUNGBLUD,hope for the underrated youth,24qhW8fqWyrMHqkBfM2HPk,68,0.225,0.774,11,-3.18,0,0.0483,0.0222,0.0,0.111,0.167,157.525,240907,4
3230,Joel Corry,Sorry,6y1UtRcHQU07aUs3oxZ8Yn,82,0.744,0.79,8,-4.617,0,0.0562,0.0547,0.000802,0.32,0.847,125.002,188640,4
3231,Koe Wetzel,Forever,1ZJ6T0KDd2I3Uo7tCFJ7B6,59,0.565,0.631,0,-6.703,1,0.0355,0.0149,0.0,0.116,0.221,129.927,177867,4
3232,Joaquin Mans,Longing,1ONolOLYjM977hgtqKzXmJ,65,0.417,0.00178,3,-30.139,1,0.0811,0.987,0.962,0.113,0.546,70.282,132787,4
3233,SHAED,Trampoline - Jauz Remix,68Rnp6Cev6ESnEwlpQI2Ll,62,0.49,0.606,7,-6.604,0,0.0424,0.169,0.00106,0.0704,0.119,126.553,236170,4
3234,Lil Skies,Flooded,6Ur6u4Ici7NYBiuGEEkNMP,62,0.714,0.636,8,-5.286,1,0.201,0.36,0.0,0.112,0.52,166.049,115722,4
3235,TWICE,Fake & True,2sKWWJ5ee3EnKBztzxPpMH,69,0.678,0.808,5,-3.973,0,0.0599,0.0569,0.0,0.288,0.765,125.938,219625,4
3236,Delta Hz,Binaural Drone 90 Hz - 94 Hz,3H6N95PUqsD5iOzPOtDmDy,60,0.202,0.0256,0,-30.112,1,0.0758,0.963,0.918,0.122,0.0803,128.13,203670,4
3237,Lenin Ramírez,Estas Ganas de Tomar,7bEvMxjakpTmanjdG4B64e,64,0.674,0.617,7,-4.742,1,0.0292,0.397,0.0,0.22,0.821,155.006,155707,3
3238,Dermot Kennedy,The Corner,56VREj6GwgvvBGPN5tYEvX,68,0.426,0.572,2,-8.791,1,0.0484,0.0828,5.21e-06,0.0845,0.422,147.562,201326,4
3239,4D Nature Recordings,Thunder from afar,5xDyeaAwdQROKqXxkGeMin,63,0.167,0.155,4,-21.39,0,0.076,0.0265,0.974,0.679,0.0128,119.833,173701,4
3240,Craig Xen,RUN IT BACK!,7dAjrcykxdDA87r4zPUTEU,63,0.867,0.403,6,-8.996,0,0.274,0.0535,7.73e-06,0.185,0.38,138.001,126798,4
3241,Rod Wave,Poison,1CxYDvfq3KVvsPSZ9NCdM9,55,0.667,0.616,11,-10.154,1,0.256,0.137,0.0,0.146,0.759,152.112,195866,1
3242,CashMoneyAp,No Patience (feat. Polo G & NoCap),6spzNS1pF4rrq0JoVMC7ox,60,0.735,0.755,0,-4.119,1,0.32,0.239,0.0,0.344,0.301,159.968,168000,4
3243,Sonder,What You Heard,3a3dQOO19moXPeTt2PomoT,61,0.429,0.371,2,-9.017,0,0.0327,0.546,5.71e-06,0.104,0.135,137.134,238242,4
3244,Romeo Santos,ileso,2zHgz7X52WqdckhjMJj6mt,65,0.747,0.827,2,-3.019,0,0.032,0.125,4.23e-05,0.0945,0.958,151.014,217573,4
3245,The Belonging Co,Hosanna - Live,3iCyKTgnCYAhYJKaGsBmg8,62,0.325,0.447,11,-7.967,1,0.0297,0.305,6.17e-06,0.188,0.179,135.95,389898,4
3246,ZHU,Came For The Low,36LQYp5FNsuT5voIO9bdfZ,64,0.794,0.531,8,-6.798,1,0.0448,0.0184,0.0482,0.101,0.13,117.968,195976,4
3247,IGRAINE,When I am with thee,3bBGo3Le7RDVWYqA7xkwgy,66,0.252,0.0032,2,-30.568,0,0.0371,0.986,0.931,0.114,0.0386,71.635,175125,3
