artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,rating
Lana Del Rey,Venice Bitch,3hwQhakFwm9soLEBnSDH17,76,0.40399999999999997,0.298,9,-12.985999999999999,0,0.0304,0.912,0.228,0.0996,0.315,78.815,577199,4,Hit
Chris Brown,Don't Check On Me (feat. Justin Bieber & Ink),3msKIQc0Yjuz3Zn39g3KLX,77,0.66,0.395,7,-5.242000000000001,1,0.0333,0.873,0.0,0.11199999999999999,0.6779999999999999,81.99700000000001,204880,4,Hit
NF,Returns,2uEuo87JC9tc1dzmPUtOxj,72,0.653,0.828,5,-4.502,0,0.312,0.406,0.0,0.11,0.7090000000000001,75.684,232053,4,Basic
Rex Orange County,10/10,0tByDZgQzoNfFFmpgleB0s,75,0.48700000000000004,0.909,10,-4.091,1,0.102,0.301,2.8999999999999997e-05,0.0803,0.293,187.783,146102,4,Basic
Rex Orange County,Never Had The Balls,5h68UTytwmTJDwoGbqLwzV,73,0.691,0.68,5,-7.808,1,0.0365,0.387,0.000276,0.0508,0.361,149.974,236893,4,Basic
Kevin Gates,Icebox,68nU3LlPvVwS4PHjyMpIas,69,0.778,0.589,1,-4.834,1,0.0485,0.038,0.0,0.204,0.306,85.012,159040,4,Basic
Lil Tjay,Decline (feat. Lil Baby),4jkalyYVL46RGyWphOzphd,72,0.474,0.589,0,-7.292000000000001,0,0.141,0.445,0.0,0.139,0.51,113.20200000000001,225013,5,Basic
Lunay,Aventura,37zdqI4r1gswIzczSBkRon,84,0.7290000000000001,0.726,5,-3.208,1,0.0422,0.223,0.0,0.10099999999999999,0.8759999999999999,92.025,217130,4,Hit
TOMORROW X TOGETHER,9 and Three Quarters (Run Away),2MsNSKQNQNRklkKFxxvIav,79,0.639,0.7559999999999999,1,-4.42,1,0.0608,0.0055,0.0,0.13,0.532,128.937,211867,4,Hit
Nicky Jam,Te Robaré,4PJ3umtW1aWdfh5EITHc6T,74,0.6729999999999999,0.752,2,-3.572,0,0.0561,0.24100000000000002,4.51e-05,0.0813,0.797,175.997,201818,4,Basic
Tory Lanez,Freaky,0NJp8GyCOWnQh71xKSPfuV,74,0.966,0.563,8,-5.763999999999999,1,0.0618,0.00202,0.0,0.105,0.363,104.991,173926,4,Basic
YUNGBLUD,11 Minutes (with Halsey feat. Travis Barker),4mGdjNMo0RonTlOEb7cYg4,76,0.46399999999999997,0.852,11,-3.804,1,0.067,0.0116,0.0,0.10800000000000001,0.233,160.075,239507,4,Hit
mxmtoon,prom dress,2xCGBWfzTe8l2kvHpgvB6M,72,0.56,0.674,10,-6.047999999999999,1,0.0446,0.698,0.0,0.12300000000000001,0.42100000000000004,119.94200000000001,197933,4,Basic
Alex Brightman,Say My Name,3PzAUMMxPcaXEfWEvMx469,73,0.534,0.754,5,-5.937,0,0.221,0.345,0.0,0.248,0.7020000000000001,93.646,235286,4,Basic
Dean Lewis,Stay Awake,2smpiAZfaN0GFi15MqAq6E,77,0.723,0.8290000000000001,11,-7.122999999999999,0,0.0453,0.337,3.47e-05,0.0931,0.5820000000000001,106.023,185400,4,Hit
iann dior,Strings,3gzvOfEsblYOVK3xDXodCP,72,0.795,0.557,1,-6.653,1,0.0426,0.129,0.0,0.113,0.40299999999999997,119.94200000000001,194000,4,Basic
Ozuna,Amor Genuino,6pK5edDoyrn4mWwRSVc2a5,77,0.442,0.445,10,-4.071000000000001,0,0.0381,0.653,0.0,0.11800000000000001,0.423,85.744,179937,4,Hit
Luke Combs,Blue Collar Boys,0KtxdSPi1ZbDc3wwD2IGF0,0,0.529,0.813,5,-5.517,1,0.0327,0.00823,0.0,0.359,0.79,154.06799999999998,219920,4,Basic
Luke Combs,All Over Again,0bNVNlZSHj3xSuMJWfzxuT,0,0.5,0.85,7,-5.372000000000001,1,0.0812,0.00563,0.0,0.226,0.561,156.964,208880,4,Basic
Luke Combs,Does To Me (feat. Eric Church),17TSJlshgQ5zu0e8dedAla,0,0.616,0.8490000000000001,0,-4.897,1,0.0373,0.308,0.0,0.311,0.639,113.066,223320,4,Basic
Luke Combs,Better Together,1tSGw3h54aHModEHHL1HGK,0,0.552,0.225,0,-11.501,1,0.0477,0.826,0.0,0.111,0.67,138.002,219573,4,Basic
Luke Combs,Lovin' On You,2AxR3AIQxTf6xjxrb9UkH2,0,0.573,0.9490000000000001,4,-4.867,1,0.0604,0.0017399999999999998,0.000178,0.163,0.524,118.97399999999999,194867,4,Basic
Luke Combs,Every Little Bit Helps,3APKvzQ6xiu7Fcu9Y1EKni,0,0.552,0.8740000000000001,8,-4.269,1,0.0438,0.0118,0.0,0.152,0.718,121.98100000000001,247827,4,Basic
Luke Combs,Reasons,4T6QFouj6rIQObxgwt9ELL,0,0.455,0.851,6,-4.74,1,0.0418,0.0561,1.91e-05,0.264,0.667,84.944,224293,4,Basic
Luke Combs,Moon Over Mexico,54QmQd9Nc2EUDha6dD8V9X,0,0.493,0.773,7,-5.875,1,0.0452,0.456,3.45e-06,0.107,0.478,140.998,204640,4,Basic
Luke Combs,New Every Day,5NwCPmFHJAoKe0PSw2ltJD,0,0.466,0.7,4,-5.577000000000001,1,0.0431,0.302,0.0,0.0798,0.563,77.087,199293,4,Basic
Luke Combs,Nothing Like You,5ppDdMho96v8gdDm7HKEbK,0,0.62,0.44299999999999995,5,-7.984,1,0.027999999999999997,0.355,0.0,0.10800000000000001,0.33899999999999997,141.976,196320,4,Basic
Luke Combs,Angels Workin' Overtime,7dRPUAYfMGZmZ7L3fZAJKp,0,0.638,0.972,4,-3.9930000000000003,0,0.073,0.188,3.59e-05,0.254,0.725,130.001,253787,4,Basic
Luke Combs,Dear Today,7j3aRaky6Xr1fpuqmB3s4w,0,0.49200000000000005,0.212,1,-10.662,1,0.036000000000000004,0.603,1.38e-06,0.109,0.37200000000000005,153.015,219733,4,Basic
Panic! At The Disco,"Into the Unknown - From ""Frozen 2""",0v622a7rlXRYcT6m3xwutU,62,0.48200000000000004,0.83,1,-6.225,1,0.078,0.0273,0.0,0.20800000000000002,0.305,117.00299999999999,189132,4,Basic
Lil Peep,Moving On,1mo6pWcIXljy3y1Kju5JWG,69,0.821,0.41,0,-5.587000000000001,1,0.045,0.0172,0.0,0.113,0.19699999999999998,131.963,203800,4,Basic
Sarah Jeffery,Queen of Mean,4o05DiC0RQ9DNtGJGauwna,76,0.5429999999999999,0.787,8,-6.52,1,0.24100000000000002,0.248,0.0,0.0778,0.34299999999999997,173.702,189397,4,Hit
YBN Cordae,Bad Idea (feat. Chance the Rapper),5yK37zazHUe3WxEvymZs20,71,0.732,0.46399999999999997,7,-8.591000000000001,0,0.301,0.309,0.0,0.107,0.353,82.494,234615,4,Basic
Noah Kahan,False Confidence,7nDFTHHwfe32a8qdp9XqPy,77,0.414,0.6629999999999999,6,-7.77,1,0.0456,0.163,0.0,0.138,0.33,108.98,223400,4,Hit
iann dior,romance361,33BCQDhwZyiudb8Mud33tb,72,0.713,0.632,1,-7.685,1,0.105,0.0589,1.44e-06,0.105,0.373,170.00900000000001,181290,4,Basic
Ari Lennox,BMO,7Ffgp7DIow5wECYQyzEiTq,71,0.72,0.647,1,-5.4110000000000005,0,0.0642,0.0116,0.000206,0.5710000000000001,0.809,157.877,146914,4,Basic
Brooks & Dunn,Brand New Man - with Luke Combs,001UkMQHw4zXfFNdKpwXAF,70,0.573,0.846,7,-4.8660000000000005,1,0.0344,0.00372,7.87e-05,0.29,0.562,127.061,191053,4,Basic
Blue Ivy,BROWN SKIN GIRL,0B3FovCVaGKS5w1FTidEUP,76,0.603,0.602,6,-7.082999999999999,1,0.23,0.049,0.0,0.27899999999999997,0.595,119.70299999999999,248472,5,Hit
NF,I Miss The Days,3ebfDw8WEbf0DxGh47R2lo,72,0.7190000000000001,0.768,11,-5.6579999999999995,0,0.19,0.345,0.0,0.10400000000000001,0.0979,137.887,269185,4,Basic
Riley Green,There Was This Girl,7grWGhX8SHNmyGOkMNVMCt,70,0.616,0.877,1,-4.223,1,0.0347,0.0025800000000000003,2.56e-06,0.114,0.94,127.98100000000001,194427,4,Basic
Young Thug,Just How It Is,5KYhIFNTp4VQUqlsbLWTTu,71,0.611,0.539,7,-10.617,1,0.41100000000000003,0.0485,0.0,0.127,0.627,82.766,207133,4,Basic
Lady Gaga,LoveGame,2YsNGKFhGlpqOrXuJUFfzZ,0,0.894,0.6779999999999999,6,-5.611000000000001,0,0.0524,0.005679999999999999,2.15e-06,0.305,0.843,105.02600000000001,216333,4,Basic
Lady Gaga,Born This Way,3zVg7P0hEs9evkmxRNPKkb,0,0.586,0.8270000000000001,11,-5.102,1,0.15,0.0037,0.0,0.32799999999999996,0.508,123.905,260253,4,Basic
Lady Gaga,Yoü And I,4o8rKH9ptRvKUhdo43FbCh,0,0.502,0.711,2,-5.234,1,0.0496,0.0746,0.0,0.0932,0.526,127.176,307347,4,Basic
Tm88,Slayerr,5X2I1TVUkchLBggRTCMYem,70,0.7090000000000001,0.6759999999999999,9,-7.369,1,0.32899999999999996,0.162,0.0,0.349,0.68,144.067,205460,4,Basic
Hailee Steinfeld,Afterlife,6PFyGdWw0qnstR8KJAWrrr,76,0.6729999999999999,0.61,1,-4.73,0,0.0356,0.00662,0.0,0.0572,0.34299999999999997,122.06299999999999,209200,4,Hit
Lana Del Rey,Love song,5tyMJlMqaggzvuX7TtlrTe,76,0.374,0.0694,9,-16.529,1,0.0392,0.965,0.000368,0.0807,0.24100000000000002,134.238,229326,4,Hit
Bryce Vine,Drew Barrymore,7nvIPwXKGhqtRhssxM99kJ,68,0.758,0.574,11,-6.888999999999999,0,0.0572,0.46,0.0027199999999999998,0.102,0.261,151.985,191147,4,Basic
Juice WRLD,Flaws And Sins,2BSbCCbaSCzkOEZa6N5901,71,0.7090000000000001,0.662,8,-4.55,1,0.0766,0.00966,0.0,0.10800000000000001,0.439,150.046,218349,4,Basic
KYLE,Hey Julie! (feat. Lil Yachty),3fVIFpU3VdSEoR82DaYe79,72,0.8029999999999999,0.499,11,-5.932,1,0.306,0.0363,3.46e-06,0.129,0.7490000000000001,161.042,156637,4,Basic
Lana Del Rey,The greatest,6ERZ30cRjVWGtVLhczX9aL,75,0.414,0.23,2,-12.379000000000001,0,0.0406,0.9420000000000001,0.0167,0.17300000000000001,0.192,78.494,300361,3,Basic
French Montana,Twisted (feat. Logic & A$AP Rocky),5xEWiG0ug0rOymOjlzSGzx,74,0.805,0.871,1,-2.987,1,0.214,0.009000000000000001,0.0,0.195,0.9259999999999999,169.87099999999998,262354,4,Basic
TOOL,Fear Inoculum,39zWYYZStDgWi32sOU9AX4,74,0.313,0.584,7,-10.091000000000001,1,0.0415,0.000824,0.52,0.0529,0.159,87.89399999999999,620101,4,Basic
NLE Choppa,Free Youngboy,3cuykPS9TJOWufYPvTUOTN,70,0.698,0.7909999999999999,10,-6.581,0,0.255,0.0133,0.0,0.361,0.838,87.49700000000001,164833,4,Basic
Rain Recordings,Forest Rain,6ADPydLM8fmi6fjO9ZXAb8,74,0.0771,1.0,3,-16.54,0,0.0508,0.902,0.613,0.845,1e-05,171.623,170000,4,Basic
NF,Paralyzed,58rg7BOKEYXVm2PfzanwcC,0,0.51,0.643,0,-6.602,1,0.0485,0.214,3.22e-06,0.10099999999999999,0.0397,130.08100000000002,270453,4,Basic
NF,If You Want Love,7kNWk44hrK3SxfYK9G2N2v,0,0.551,0.386,0,-10.22,1,0.132,0.659,0.0,0.125,0.245,116.40899999999999,199387,1,Basic
Ashley O,On A Roll,56JyMaElW79S7TDWh1Zw1m,75,0.737,0.81,5,-6.354,1,0.0896,0.077,0.0,0.0523,0.387,125.005,154448,4,Basic
Chance the Rapper,Slide Around,0QBRshHeQLEThdj2TqxM9n,71,0.8690000000000001,0.67,11,-5.505,0,0.215,0.0912,0.0,0.0955,0.49,162.999,270992,4,Basic
Lizzo,Like A Girl,5I7sGubUsKo4mVJpBoSVUr,71,0.6940000000000001,0.807,2,-3.1830000000000003,1,0.0888,0.0167,0.0,0.547,0.797,144.031,184858,4,Basic
Kevin Gates,Fatal Attraction,6j2FgXypHJLzTJcDvT2Uyf,69,0.8959999999999999,0.5770000000000001,9,-3.588,0,0.3,0.0981,0.0,0.11,0.655,146.002,169044,4,Basic
Johnny Utah,Honeypie,6JqYhSdTE4WbQrMXxPH5cD,73,0.742,0.6779999999999999,5,-4.605,0,0.192,0.0698,0.0,0.151,0.927,115.05,135521,4,Basic
P!nk,Walk Me Home,7DHApOHsIFo7EyfieArYGE,78,0.652,0.45299999999999996,1,-6.119,1,0.0445,0.0519,0.0,0.179,0.43200000000000005,88.038,177391,3,Hit
Nicky Jam,Atrévete,26Qhn2T88XqVinXQpmSarj,75,0.552,0.675,11,-3.824,1,0.297,0.311,0.0,0.11900000000000001,0.586,183.785,198320,4,Basic
BTS,Make It Right,6KUE0HSSudAp9AOycaF6SH,78,0.638,0.703,7,-7.874,1,0.444,0.0104,0.0,0.132,0.261,105.766,226321,4,Hit
Lizzo,Water Me,3rmpb2RKPlbdbMjlc7SOlX,71,0.67,0.966,3,-1.994,0,0.177,0.0292,0.0,0.185,0.77,113.046,185595,4,Basic
Miley Cyrus,7 Things - Single Version,48C6MEJHD76ihUYFX8XXj5,0,0.59,0.903,1,-4.478,0,0.0363,0.0232,0.0,0.0786,0.542,107.023,213453,4,Basic
Miley Cyrus,Party In The U.S.A.,4ZUzPsMndiYj0j3bgiWXRA,0,0.6609999999999999,0.7020000000000001,10,-4.638,0,0.040999999999999995,0.00134,0.00022999999999999998,0.0885,0.43799999999999994,96.012,202093,4,Basic
Miley Cyrus,Can't Be Tamed,4uGEU5pxn0a9UoQt4dpWZI,0,0.63,0.91,11,-2.9189999999999996,0,0.14400000000000002,0.0287,0.0,0.196,0.743,116.98,168213,4,Basic
Logic,Confessions of a Dangerous Mind,6yIGZp1AaFBoDczu3b4hVU,72,0.8059999999999999,0.7559999999999999,7,-4.093,0,0.20800000000000002,0.385,0.0,0.11,0.637,141.97,283867,4,Basic
TOOL,Pneuma,03sEzk1VyrUZSgyhoQR0LZ,74,0.41700000000000004,0.529,9,-9.338,0,0.0315,0.0021100000000000003,0.755,0.11,0.0561,114.116,713192,1,Basic
DaniLeigh,Cravin (feat. G-Eazy),69eXHDgEEQ6itzt03E7fKz,73,0.8340000000000001,0.5379999999999999,4,-5.54,0,0.24600000000000002,0.191,0.0,0.113,0.536,97.025,178907,4,Basic
YSN Flow,Want Beef?,0G1HcY6dlx8yjJBMCO9rOc,70,0.867,0.49200000000000005,2,-8.088,1,0.27899999999999997,0.253,0.0,0.28800000000000003,0.5670000000000001,120.98100000000001,155482,4,Basic
Yung Gravy,Alley Oop,38nyi6J4H44dXpf0PE3bWE,70,0.857,0.503,6,-7.502000000000001,1,0.265,0.266,0.0,0.0852,0.867,122.036,152187,4,Basic
Tiësto,Ritual,3M9Apu4OZfylLTFKvgEtKa,85,0.647,0.726,3,-4.388999999999999,0,0.0552,0.157,0.0,0.0844,0.767,114.99600000000001,198996,4,Hit
Miranda Lambert,Bluebird,6M3BioqekwOI5erB7vOicl,70,0.6609999999999999,0.633,7,-5.986000000000001,1,0.0349,0.038,2.82e-06,0.124,0.613,81.984,209760,4,Basic
Ariana Grande,MONOPOLY (with Victoria Monét),6tsOcBnaKgzK22yEiqRh8P,75,0.892,0.507,0,-8.282,1,0.37799999999999995,0.7040000000000001,3.14e-05,0.109,0.695,143.96,158587,4,Basic
Maluma,No Se Me Quita (feat. Ricky Martin),1GBLO0NFODuL31A5fgw0uR,85,0.8640000000000001,0.8690000000000001,7,-2.963,1,0.139,0.146,0.0,0.063,0.853,99.988,219933,4,Hit
Blueface,Bussdown (feat. Offset),2W5f0B44PC1b5OUdK5VqXw,72,0.9,0.5920000000000001,1,-7.221,1,0.48200000000000004,0.0957,0.0,0.0788,0.873,121.08200000000001,182427,4,Basic
Ingrid Andress,More Hearts Than Mine,0LcspVKJxhEQQSvVMiTPWz,69,0.413,0.428,0,-7.414,1,0.0296,0.111,0.0,0.114,0.391,79.985,214160,4,Basic
Polo G,Effortless,2fyy1r6XBbsiSSpKK20LKX,70,0.792,0.445,10,-7.871,0,0.544,0.00256,0.0,0.10800000000000001,0.39899999999999997,157.153,171467,4,Basic
Naomi Scott,Speechless (Full),0XPsOSYzDJZJArevQNm2AR,79,0.474,0.489,6,-7.625,0,0.0342,0.467,0.0,0.11900000000000001,0.23,124.844,208801,4,Hit
Galantis,Faith (with Dolly Parton) [feat. Mr. Probz],35MKhw2YBKApmD7fAnPERC,76,0.547,0.795,8,-3.721,1,0.0489,0.145,0.0,0.11,0.723,118.118,186805,4,Hit
Ugly God,One Two,4vZOoSFplBM0WqRrxnehgG,71,0.8759999999999999,0.519,2,-7.317,1,0.11,0.0995,0.000101,0.10400000000000001,0.156,75.483,114437,4,Basic
Natanael Cano,Soy El Diablo - Remix,7pNAvsuTCFaXzSSUmfBPxz,76,0.6809999999999999,0.6859999999999999,9,-6.398,0,0.0462,0.588,0.0,0.114,0.961,109.191,193621,3,Hit
NLE Choppa,BIRDBOY,5Dyrfn8kaxoisPK8mgN8Hc,69,0.863,0.433,1,-9.78,1,0.688,0.0666,0.0,0.313,0.5589999999999999,123.154,129306,4,Basic
bbno$,nursery,2napy7uG4RI74SoyKJVGl5,73,0.9259999999999999,0.5529999999999999,5,-8.052999999999999,1,0.152,0.40299999999999997,0.00115,0.0663,0.83,104.98,146286,4,Basic
EARTHGANG,Proud Of U (feat. Young Thug),4u8xrKWeF7xBO9kGwIk6u7,71,0.768,0.456,2,-8.676,1,0.354,0.0691,0.0,0.162,0.39,77.582,238200,4,Basic
Andy Grammer,I Found You,3CAqTfkRgmImhxYDjyL6S7,73,0.728,0.701,1,-6.58,1,0.0406,0.0945,2.08e-05,0.18100000000000002,0.413,137.97,151734,4,Basic
Ben Platt,Grow As We Go,6hYvw3LLTViP2mT4MpDNmT,72,0.45799999999999996,0.13699999999999998,8,-14.083,1,0.0355,0.882,0.0,0.15,0.43700000000000006,80.824,249427,4,Basic
Post Malone,Wow. - Remix,0fcq51a3gOI6gPvzc0YLsk,75,0.797,0.64,11,-6.272,0,0.19399999999999998,0.14800000000000002,0.0,0.209,0.486,100.00200000000001,170053,4,Basic
Lana Del Rey,Happiness is a butterfly,3lG6OtGDsYAOALxEmubQQm,75,0.456,0.126,2,-10.883,1,0.0444,0.966,1.77e-06,0.107,0.162,68.61399999999999,272485,4,Basic
DaBaby,Pony,0SsTkfOhM7e87trwjEqBQN,70,0.92,0.622,9,-6.388,1,0.24600000000000002,0.102,0.0,0.35,0.815,119.962,204573,4,Basic
Tiny Meat Gang,Walk Man,1xFfbxmfenEpn4WawGWXiA,73,0.9279999999999999,0.696,4,-4.9719999999999995,0,0.0866,0.331,0.00011899999999999999,0.121,0.396,94.994,165938,4,Basic
Roddy Ricch,Out Tha Mud,7jI9cnrZof9mRNpIsA7QQN,70,0.83,0.376,4,-8.073,0,0.19,0.0121,8.07e-06,0.218,0.165,129.981,212052,4,Basic
Lil Peep,Belgium,0kvcPiQRHpwC55CmI9CUzr,68,0.7340000000000001,0.632,4,-4.6930000000000005,0,0.0321,0.0224,0.000547,0.115,0.191,140.056,240240,4,Basic
Piso 21,Pa' Olvidarme De Ella,1cVlW9WQiGlFdWUXFdFZGh,85,0.728,0.542,0,-5.195,1,0.0514,0.259,0.0,0.136,0.637,90.016,227234,3,Hit
Khalid,Right Back,5A1w94uzc1kO1Zhe8WWxC3,73,0.789,0.42700000000000005,5,-9.918,0,0.308,0.0649,3.6200000000000006e-05,0.171,0.605,97.03200000000001,215227,4,Basic
Tame Impala,Patience,2drEUEg0TYQR6dDEHkpuPE,73,0.546,0.8590000000000001,1,-5.966,1,0.0306,0.00223,0.000947,0.0529,0.645,99.965,292267,4,Basic
Will Smith,Friend Like Me,5f2TWu6R2YYCJtLQ0fP78H,75,0.688,0.732,2,-6.162000000000001,1,0.0618,0.0536,0.0,0.145,0.665,97.70299999999999,155532,4,Basic
YNW Melly,City Girls,5U3MWICGoIVVIR1N8CdCgd,70,0.631,0.688,0,-8.732999999999999,1,0.0438,0.127,0.0,0.105,0.38299999999999995,139.922,173156,4,Basic
Jake Owen,Made For You,7vF3xkCMvZjAe2nTWY0uQZ,70,0.581,0.441,1,-6.829,1,0.0268,0.77,2.75e-05,0.111,0.337,82.125,238400,4,Basic
KAROL G,Casi Nada,0PAD1rg4LXd8PCP9k9L99a,0,0.7340000000000001,0.848,1,-2.7560000000000002,0,0.0345,0.121,4.970000000000001e-05,0.0993,0.602,98.059,219027,4,Basic
KAROL G,Mi Cama - Main,22GwzHQBX5xnzHMQG6gTO7,0,0.826,0.815,9,-4.773,1,0.0875,0.222,6.96e-05,0.0964,0.68,163.07299999999998,151400,4,Basic
KAROL G,Hello,3Xt6x620tWg54luLc2qmt3,0,0.8029999999999999,0.823,7,-4.7219999999999995,0,0.055999999999999994,0.45799999999999996,3.6099999999999997e-05,0.0924,0.836,94.988,195040,4,Basic
KAROL G,Pineapple,4RXjkWrKenSKieceHFy6aR,0,0.778,0.664,4,-4.627,0,0.083,0.0399,1.95e-06,0.31,0.657,94.95100000000001,180960,4,Basic
Still Woozy,Habit,76ONL66gg6aJeeWXgx1XN4,71,0.773,0.39,10,-11.999,0,0.113,0.18,0.0007070000000000001,0.107,0.465,125.001,153872,4,Basic
Rex Orange County,It Gets Better,6lxJDscGCALBzA0BdhGCiL,72,0.705,0.379,5,-8.488,1,0.0319,0.48200000000000004,0.0,0.0684,0.521,121.995,212893,4,Basic
YoungBoy Never Broke Again,FREEDDAWG,1GeFOFZjBs91Dl9vXQSNOR,68,0.74,0.555,1,-10.329,1,0.40700000000000003,0.00581,1.23e-06,0.29600000000000004,0.706,173.97400000000002,111882,4,Basic
Trefuego,90mh,7nduUhUmzj9IdkvFmdtO7g,71,0.716,0.42700000000000005,1,-8.992,1,0.053,0.187,0.0,0.354,0.223,108.993,143334,4,Basic
Tyler Childers,All Your'n,0fCwTrRNfoNk962ati8n2K,68,0.585,0.55,11,-7.3420000000000005,1,0.0255,0.408,3.97e-05,0.115,0.8390000000000001,78.176,218280,4,Basic
Dean Lewis,Half A Man,1ugQtcwmKOXvKAYzhjncmv,78,0.507,0.204,0,-11.575,1,0.0504,0.855,0.0,0.14300000000000002,0.34299999999999997,77.765,179120,4,Hit
Alicia Keys,Show Me Love,0XPlSuCVQ1nOhzTpFgnDSz,74,0.531,0.491,5,-5.47,0,0.042,0.447,0.0,0.0703,0.521,129.38,194998,4,Basic
Adriel Favela,Miami Vibe,6ZUBqOrjrdmkP4eLQLBeaq,76,0.795,0.731,4,-6.949,0,0.040999999999999995,0.337,0.0,0.0935,0.88,103.509,229565,3,Hit
GNAR,Death Note,3XYcMmKk46l4WYMUSrfphS,71,0.762,0.7090000000000001,11,-5.332999999999999,1,0.337,0.141,0.0,0.0798,0.537,174.041,167520,4,Basic
Luis Fonsi,Despacito,6habFhsOp2NvshLv26DqMb,80,0.655,0.797,2,-4.787,1,0.153,0.198,0.0,0.067,0.8390000000000001,177.928,229360,4,Hit
KAROL G,Ocean,6qoIFQfdmaQF9A1gb67tR7,81,0.727,0.48200000000000004,11,-6.193,1,0.115,0.9329999999999999,0.0,0.38799999999999996,0.48700000000000004,74.93,155947,4,Hit
Calboy,"Chariot (feat. Meek Mill, Lil Durk & Young Thug)",41qvyd8cnQbN9aOPoJSNhp,70,0.8079999999999999,0.6940000000000001,11,-5.944,0,0.245,0.207,0.0,0.07400000000000001,0.503,146.036,243520,4,Basic
J Balvin,COMO UN BEBÉ,7knLcYCOSaURD0d7HUULFM,78,0.825,0.807,6,-5.752999999999999,1,0.0949,0.0732,4.79e-06,0.138,0.816,103.053,218827,4,Hit
Steven Universe,"Other Friends (feat. Sarah Stiles, Zach Callison, Deedee Magno Hall, Estelle & Michaela Dietz)",30z2IlXuYkWxIjtXpD9C6a,73,0.605,0.415,11,-11.448,0,0.418,0.13699999999999998,0.0,0.34600000000000003,0.384,118.03200000000001,167890,4,Basic
Tyler Rich,The Difference,7FV6v9Oc2iLlHeRhQ9jynX,70,0.5379999999999999,0.755,9,-5.22,1,0.0532,0.09699999999999999,0.0,0.11,0.6970000000000001,169.81099999999998,188514,4,Basic
Arin Ray,Change (with Kehlani),2beHQY7DvKp9q4vwilKKRS,72,0.7120000000000001,0.473,6,-4.413,0,0.0693,0.057,0.0,0.182,0.327,86.965,192973,4,Basic
Guaynaa,Rebota - Remix,3dWpRjCmaHbroNahuSeX11,83,0.885,0.857,0,-2.279,0,0.204,0.205,0.0,0.6709999999999999,0.818,90.025,262000,4,Hit
Lauv,Sad Forever,4a5zacCsHLtMC2mcxkqWwn,77,0.527,0.5379999999999999,5,-7.434,1,0.10400000000000001,0.46799999999999997,0.0,0.0825,0.389,117.319,203507,4,Hit
Gabrielle Aplin,Losing Me,4P6g8wuXeR3wznFk7WnI4w,76,0.66,0.449,7,-6.5729999999999995,1,0.0442,0.209,0.0,0.111,0.237,133.984,180640,4,Hit
Lil Tjay,Leaked (feat. Lil Wayne) - Remix,7x9Am1UW3C5yCZLSysEWxX,70,0.516,0.611,7,-8.007,1,0.325,0.7290000000000001,0.0,0.0836,0.3,97.08200000000001,200533,4,Basic
Shordie Shordie,Both Sides (feat. Shoreline Mafia),2EEbsvGETiRXbma3hCsAQf,69,0.765,0.82,1,-5.856,0,0.214,0.0716,0.0,0.0864,0.7020000000000001,99.04899999999999,167273,4,Basic
Bastille,Joy,6Tt1P5CLUrl59oSOTVxON0,77,0.555,0.9229999999999999,6,-4.748,0,0.161,0.19699999999999998,0.0,0.0778,0.363,118.007,192681,4,Hit
Moneybagg Yo,Dior (feat. Gunna),683tYxiTlWzupDpaZ2mCv4,69,0.8170000000000001,0.534,8,-6.325,0,0.298,0.00851,1.04e-06,0.113,0.579,140.005,173396,4,Basic
Lil Tjay,Post To Be (feat. Rileyy Lanez),671qmOyhzkza64D9fMhN7k,71,0.718,0.6609999999999999,6,-7.9910000000000005,0,0.131,0.0899,0.0,0.133,0.49,145.877,189053,4,Basic
Chelsea Cutler,Lucky,78rFhTXf81WtRS7Ubl2f4V,69,0.78,0.261,2,-9.626,1,0.0488,0.332,0.0,0.23800000000000002,0.639,92.10700000000001,148987,4,Basic
blink-182,I Really Wish I Hated You,6KWcq5p0wsz97N3eoRUSH6,73,0.615,0.81,1,-6.1370000000000005,0,0.0506,0.0358,0.0,0.289,0.728,143.054,191067,4,Basic
83 Babies,No Cap (feat. Rich The Kid),7gYE3GWQN3Jf6z9J8EEbdy,70,0.815,0.45399999999999996,8,-8.916,1,0.33299999999999996,0.413,0.0,0.105,0.7120000000000001,139.929,260856,4,Basic
Trippie Redd,Under Enemy Arms,1NF9EkR5OpMaoVWbsllcm9,70,0.7509999999999999,0.7759999999999999,9,-5.266,0,0.0357,0.223,0.0,0.0507,0.603,129.987,162462,4,Basic
Jonas Brothers,Rollercoaster,7dxKdQC9Vo1hDxIUnt1z0Q,71,0.6970000000000001,0.58,11,-7.986000000000001,0,0.0451,0.0583,0.0,0.39299999999999996,0.467,123.977,181813,4,Basic
Jacquees,Your Peace (feat. Lil Baby),0AtY4uFaYBIl6tAjONkk1Z,72,0.518,0.63,6,-5.968,0,0.19899999999999998,0.00997,0.0,0.10099999999999999,0.5760000000000001,195.958,183920,4,Basic
Chris Young,Drowning,59JBsvbxoibwgWLVE61acB,69,0.43799999999999994,0.6609999999999999,5,-5.189,1,0.0359,0.21100000000000002,0.0,0.0865,0.319,75.98899999999999,189823,4,Basic
Conan Gray,Comfort Crowd,48Kszfw1hinlKdMrnE85sg,72,0.684,0.433,0,-6.789,1,0.0323,0.16699999999999998,2.04e-06,0.163,0.406,91.007,174693,4,Basic
